timestamp_unix,timestamp_iso,voltage_v,current_a,power_w,temp_c,energy_ws,capacity_as,duration_sec
1778616116.0763407,2026-05-12T21:01:56.076340,5.12852,0.90445,4.638489914,27.5,632.9529980020574,123.43917019999965,0.8720483779907227
1778616116.1163166,2026-05-12T21:01:56.116319,5.12832,0.72266,3.7060317312,27.5,632.9900583193694,123.44639679999965,0.9120404720306396
1778616116.1163425,2026-05-12T21:01:56.116343,5.12832,0.73512,3.7699305984,27.5,633.0277576253534,123.45374799999965,0.9120404720306396
1778616116.1163507,2026-05-12T21:01:56.116351,5.14271,0.63077,3.2438671867,27.5,633.0601962972204,123.46005569999964,0.9120404720306396
1778616116.116362,2026-05-12T21:01:56.116362,5.12832,0.5999,3.076479168,27.5,633.0909610889004,123.46605469999965,0.9120404720306396
1778616116.1562893,2026-05-12T21:01:56.156291,5.12832,0.65269,3.3472031808000002,27.5,633.1244331207083,123.47258159999964,0.9520189762115479
1778616116.1563041,2026-05-12T21:01:56.156304,5.12832,0.59093,3.0304781376,27.5,633.1547379020843,123.47849089999964,0.9520189762115479
1778616116.1563084,2026-05-12T21:01:56.156308,5.1064,0.8295,4.2357588,27.5,633.1970954900843,123.48678589999965,0.9520189762115479
1778616116.156312,2026-05-12T21:01:56.156312,5.11392,0.87283,4.4635827936000005,27.5,633.2417313180202,123.49551419999965,0.9520189762115479
1778616116.196334,2026-05-12T21:01:56.196336,5.12832,0.94131,4.8273388992,27.5,633.2900047070123,123.50492729999965,0.9920625686645508
1778616116.1963518,2026-05-12T21:01:56.196351,5.12832,0.90918,4.6625659776,27.5,633.3366303667883,123.51401909999964,0.9920625686645508
1778616116.1963565,2026-05-12T21:01:56.196356,5.12789,0.95177,4.8805718653,27.5,633.3854360854414,123.52353679999965,0.9920625686645508
1778616116.1963603,2026-05-12T21:01:56.196360,5.12789,0.94903,4.8665214467,27.5,633.4341012999083,123.53302709999964,0.9920625686645508
1778616116.2363002,2026-05-12T21:01:56.236303,5.07135,1.22121,6.1931833334999995,27.5,633.4960331332434,123.54523919999964,1.032024621963501
1778616116.236325,2026-05-12T21:01:56.236325,5.10015,1.60869,8.2045603035,27.5,633.5780787362784,123.56132609999965,1.032024621963501
1778616116.2363322,2026-05-12T21:01:56.236332,5.10515,1.76184,8.994457476000001,27.5,633.6680233110384,123.57894449999965,1.032024621963501
1778616116.2363381,2026-05-12T21:01:56.236338,5.13895,1.60421,8.2439549795,27.5,633.7504628608334,123.59498659999966,1.032024621963501
1778616116.2763255,2026-05-12T21:01:56.276327,5.15272,1.58578,8.1710803216,27.5,633.8321736640494,123.61084439999966,0.032027244567871094
1778616116.2763398,2026-05-12T21:01:56.276339,5.14521,1.54096,7.9285628016,27.5,633.9114592920654,123.62625399999966,0.032027244567871094
1778616116.2763443,2026-05-12T21:01:56.276344,5.14146,1.52029,7.8165102234,27.5,633.9896243942994,123.64145689999967,0.032027244567871094
